ct,ca,tiempo,tiempo_c
64, 100, 0.820908, 0.387966
2, 100, 1.03255, 0.447444
4, 100, 0.772679, 0.381516
16, 100, 0.817779, 0.393818
32, 100, 0.799771, 0.403304
64, 100, 0.829813, 0.390404
2, 100, 1.00514, 0.443824
4, 100, 0.791875, 0.390086
16, 100, 0.811373, 0.386426
32, 100, 0.796304, 0.407862
64, 100, 0.805985, 0.397892
2, 100, 1.02173, 0.449744
4, 100, 0.793483, 0.39469
16, 100, 0.799802, 0.398203
32, 100, 0.785951, 0.398579
64, 100, 0.83102, 0.390846
2, 100, 1.00179, 0.444315
4, 100, 0.779611, 0.388667
16, 100, 0.781423, 0.394161
32, 100, 0.780587, 0.397194
64, 100, 0.816861, 0.385843
2, 100, 0.80948, 0.449753
4, 100, 0.772826, 0.379589
16, 100, 0.787672, 0.386954
32, 100, 0.796044, 0.411806
64, 100, 0.798723, 0.39653
2, 100, 0.80732, 0.442945
4, 100, 0.783562, 0.38195
16, 100, 0.77086, 0.393154
32, 100, 0.777719, 0.403338
64, 100, 0.798145, 0.394007
2, 100, 1.00413, 0.448241
4, 100, 0.774251, 0.388387
16, 100, 0.766492, 0.380152
32, 100, 0.781467, 0.397732
64, 100, 0.813725, 0.39195
2, 100, 0.796321, 0.442247
4, 100, 0.793364, 0.384628
16, 100, 0.820125, 0.394253
32, 100, 0.795838, 0.397378
64, 100, 0.814872, 0.390896
2, 100, 0.810722, 0.456975
4, 100, 0.785015, 0.384261
16, 100, 0.818456, 0.38534
32, 100, 0.787061, 0.3945
64, 100, 0.830165, 0.39505
2, 100, 0.813542, 0.44701
4, 100, 0.783011, 0.388608
16, 100, 0.793506, 0.387425
32, 100, 0.784568, 0.399769
64, 100, 0.794994, 0.401699
2, 100, 1.00922, 0.454398
4, 100, 0.768762, 0.382305
16, 100, 0.777883, 0.387089
32, 100, 0.792345, 0.394826
64, 100, 0.800815, 0.384427
2, 100, 0.80915, 0.447548
4, 100, 0.779354, 0.382036
16, 100, 0.793684, 0.385864
32, 100, 0.79917, 0.400125
64, 100, 0.807962, 0.390644
2, 100, 0.999134, 0.448016
4, 100, 0.77361, 0.381484
16, 100, 0.852183, 0.408457
32, 100, 0.77042, 0.392679
64, 100, 0.818651, 0.383315
2, 100, 0.85869, 0.474421
4, 100, 0.769627, 0.381631
16, 100, 0.816126, 0.392291
32, 100, 0.806768, 0.399253
64, 100, 0.782688, 0.391929
2, 100, 1.01699, 0.452549
4, 100, 0.784039, 0.386293
16, 100, 0.811087, 0.38946
32, 100, 0.767476, 0.395189
64, 100, 0.770187, 0.393931
2, 100, 1.02917, 0.444352
4, 100, 0.780771, 0.383428
16, 100, 0.780233, 0.383924
32, 100, 0.788435, 0.40061
64, 100, 0.805271, 0.402739
2, 100, 1.00836, 0.438326
4, 100, 0.78225, 0.383571
16, 100, 0.78222, 0.384823
32, 100, 0.785941, 0.39617
64, 100, 0.819384, 0.387603
2, 100, 1.01927, 0.453324
4, 100, 0.788695, 0.391416
16, 100, 0.777663, 0.387581
32, 100, 0.789507, 0.401504
64, 100, 0.832491, 0.418222
2, 100, 0.831652, 0.540604
4, 100, 0.786143, 0.389546
16, 100, 0.77168, 0.387889
32, 100, 0.789503, 0.399108
64, 100, 0.805094, 0.401472
2, 100, 0.80354, 0.544907
4, 100, 0.775702, 0.385403
16, 100, 0.802089, 0.389912
32, 100, 0.76527, 0.403187
64, 100, 0.781892, 0.39305
2, 100, 0.811495, 0.452169
4, 100, 0.777102, 0.382117
16, 100, 0.811438, 0.389299
32, 100, 0.85033, 0.418298
64, 100, 0.794531, 0.398854
2, 100, 0.815364, 0.454418
4, 100, 0.796548, 0.392365
16, 100, 0.816239, 0.394343
32, 100, 0.806346, 0.404284
64, 100, 0.809731, 0.386898
2, 100, 0.810843, 0.442802
4, 100, 0.771877, 0.407111
16, 100, 0.798847, 0.395053
32, 100, 0.77156, 0.401355
64, 100, 0.810504, 0.391772
2, 100, 0.81411, 0.644812
4, 100, 0.78257, 0.389095
16, 100, 0.772091, 0.39304
32, 100, 0.79319, 0.402616
64, 100, 0.814605, 0.395373
2, 100, 0.804346, 0.445557
4, 100, 0.774958, 0.381373
16, 100, 0.804711, 0.385687
32, 100, 0.797684, 0.409211
64, 100, 0.82182, 0.391019
2, 100, 0.80885, 0.445288
4, 100, 0.779361, 0.382247
16, 100, 0.803298, 0.396746
32, 100, 0.791738, 0.399372
64, 100, 0.801158, 0.395573
2, 100, 1.01303, 0.510611
4, 100, 0.775374, 0.379388
16, 100, 0.818115, 0.390929
32, 100, 0.811523, 0.411692
64, 100, 0.795605, 0.398413
2, 100, 1.00631, 0.458764
4, 100, 0.773201, 0.38696
16, 100, 0.785317, 0.39327
32, 100, 0.802536, 0.39622
64, 100, 0.813558, 0.391967
2, 100, 0.814591, 0.451558
4, 100, 0.801691, 0.397873
16, 100, 0.775571, 0.390943
32, 100, 0.757934, 0.39544
64, 100, 0.79582, 0.387692
2, 100, 0.796442, 0.438691
4, 100, 0.782336, 0.384012
16, 100, 0.7699, 0.39308
32, 100, 0.785096, 0.403546
64, 100, 0.793575, 0.390677
2, 100, 1.03205, 0.450625
4, 100, 0.780805, 0.38252
16, 100, 0.771579, 0.386454
32, 100, 0.790332, 0.401611
64, 100, 0.801462, 0.401884
2, 100, 0.822316, 0.449519
4, 100, 0.774945, 0.385148
16, 100, 0.820615, 0.398716
32, 100, 0.778696, 0.406159
64, 100, 0.819256, 0.381087
2, 100, 0.803801, 0.448733
4, 100, 0.783062, 0.391242
16, 100, 0.796369, 0.379948
32, 100, 0.801084, 0.405507
64, 100, 0.80167, 0.393622
2, 100, 0.998096, 0.440299
4, 100, 0.780952, 0.385437
16, 100, 0.796534, 0.405835
32, 100, 0.777729, 0.403665
64, 100, 0.780213, 0.386112
2, 100, 0.804852, 0.451374
4, 100, 0.771391, 0.384912
16, 100, 0.804798, 0.395018
32, 100, 0.801889, 0.399317
64, 100, 0.80509, 0.38297
2, 100, 1.00281, 0.633189
4, 100, 0.786225, 0.390499
16, 100, 0.780941, 0.39272
32, 100, 0.794703, 0.397975
64, 100, 0.810784, 0.397526
2, 100, 0.796951, 0.440791
4, 100, 0.776457, 0.387043
16, 100, 0.796191, 0.384092
32, 100, 0.795716, 0.398774
64, 100, 0.791988, 0.394276
2, 100, 0.802087, 0.444134
4, 100, 0.776647, 0.385119
16, 100, 0.789744, 0.390068
32, 100, 0.798384, 0.407853
64, 100, 0.797153, 0.388626
2, 100, 0.808316, 0.442125
4, 100, 0.773728, 0.385813
16, 100, 0.804047, 0.382589
32, 100, 0.764639, 0.39935
64, 100, 0.801966, 0.394783
2, 100, 0.814551, 0.446664
4, 100, 0.785613, 0.391046
16, 100, 0.816508, 0.392799
32, 100, 0.801345, 0.399837
64, 100, 0.811481, 0.387572
2, 100, 1.01106, 0.44409
4, 100, 0.786379, 0.388606
16, 100, 0.802243, 0.385913
32, 100, 0.785745, 0.39847
64, 100, 0.794099, 0.389688
2, 100, 0.816216, 0.448869
4, 100, 0.779806, 0.393716
16, 100, 0.81056, 0.392034
32, 100, 0.79904, 0.398104
64, 100, 0.836086, 0.423976
2, 100, 0.802428, 0.442419
4, 100, 0.791474, 0.391784
16, 100, 0.783917, 0.388982
32, 100, 0.778831, 0.394359
64, 100, 0.790011, 0.387959
2, 100, 0.814696, 0.451439
4, 100, 0.781935, 0.382306
16, 100, 0.832068, 0.406955
32, 100, 0.785423, 0.404318
64, 100, 0.81353, 0.387713
2, 100, 0.81437, 0.447749
4, 100, 0.781614, 0.39207
16, 100, 0.785681, 0.389272
32, 100, 0.781691, 0.398732
64, 100, 0.804803, 0.386752
2, 100, 0.806419, 0.441838
4, 100, 0.793042, 0.38933
16, 100, 0.803186, 0.45718
32, 100, 0.80449, 0.404075
64, 100, 0.815103, 0.390739
2, 100, 0.804185, 0.643221
4, 100, 0.781424, 0.387437
16, 100, 0.79184, 0.39585
32, 100, 0.783874, 0.392379
64, 100, 0.827753, 0.394616
2, 100, 0.85729, 0.466858
4, 100, 0.779518, 0.388355
16, 100, 0.768359, 0.387585
32, 100, 0.800201, 0.399354
64, 100, 0.812165, 0.406716
2, 100, 0.798366, 0.439302
4, 100, 0.793257, 0.393387
16, 100, 0.79579, 0.384378
32, 100, 0.767345, 0.401997
64, 100, 0.802555, 0.386869
2, 100, 0.802686, 0.629229
4, 100, 0.770324, 0.380327
16, 100, 0.810554, 0.391189
32, 100, 0.761131, 0.406086
64, 100, 0.793912, 0.394701
2, 100, 1.01566, 0.444123
4, 100, 0.79215, 0.386815
16, 100, 0.803582, 0.393262
32, 100, 0.802614, 0.402078
64, 100, 0.811553, 0.390682
2, 100, 0.804474, 0.44676
4, 100, 0.787423, 0.391217
16, 100, 0.816955, 0.391885
32, 100, 0.795846, 0.400956
64, 100, 0.79708, 0.398028
2, 100, 0.804436, 0.44901
4, 100, 0.780193, 0.387368
16, 100, 0.827091, 0.411099
32, 100, 0.806972, 0.399463
64, 100, 0.816223, 0.395558
2, 100, 1.01605, 0.494852
4, 100, 0.779266, 0.382648
16, 100, 0.804676, 0.385975
32, 100, 0.798644, 0.400368
64, 100, 0.819566, 0.404681
2, 100, 0.798938, 0.645814
4, 100, 0.783568, 0.387211
16, 100, 0.798235, 0.391914
32, 100, 0.785707, 0.395196
64, 100, 0.780602, 0.391278
2, 100, 0.807712, 0.6443
4, 100, 0.79014, 0.38864
16, 100, 0.792175, 0.393445
32, 100, 0.836647, 0.408054
64, 100, 0.807397, 0.392958
2, 100, 0.810935, 0.449146
4, 100, 0.789087, 0.393894
16, 100, 0.802136, 0.384187
32, 100, 0.799458, 0.407978
64, 100, 0.799219, 0.399155
2, 100, 1.00559, 0.441253
4, 100, 0.786574, 0.386641
16, 100, 0.818949, 0.390165
32, 100, 0.790316, 0.398429
64, 100, 0.848249, 0.414497
2, 100, 0.802653, 0.444231
4, 100, 0.785936, 0.385369
16, 100, 0.803755, 0.400389
32, 100, 0.798624, 0.406603
64, 100, 0.769878, 0.380297
2, 100, 0.800759, 0.442679
4, 100, 0.773126, 0.383085
16, 100, 0.782939, 0.38207
32, 100, 0.795754, 0.396039
64, 100, 0.797956, 0.398799
2, 100, 0.995933, 0.526495
4, 100, 0.783343, 0.387108
16, 100, 0.793531, 0.382972
32, 100, 0.757579, 0.400843
64, 100, 0.816273, 0.392153
2, 100, 1.02179, 0.455066
4, 100, 0.776104, 0.387882
16, 100, 0.865585, 0.390199
32, 100, 0.804927, 0.409589
64, 100, 0.820792, 0.389988
2, 100, 0.798224, 0.619038
4, 100, 0.796956, 0.39331
16, 100, 0.79328, 0.388306
32, 100, 0.798499, 0.401688
64, 100, 0.807916, 0.38842
2, 100, 1.01404, 0.450256
4, 100, 0.776978, 0.384569
16, 100, 0.809756, 0.398267
32, 100, 0.797968, 0.407077
64, 100, 0.823024, 0.402719
2, 100, 0.814808, 0.448434
4, 100, 0.778522, 0.38699
16, 100, 0.813617, 0.395482
32, 100, 0.785457, 0.409149
64, 100, 0.809147, 0.39808
2, 100, 1.02746, 0.446154
4, 100, 0.778123, 0.456809
16, 100, 0.779819, 0.391502
32, 100, 0.792168, 0.401501
64, 100, 0.810932, 0.387234
2, 100, 1.00071, 0.45034
4, 100, 0.783956, 0.387175
16, 100, 0.802386, 0.388476
32, 100, 0.775419, 0.395628
64, 100, 0.801344, 0.389521
2, 100, 1.03376, 0.446265
4, 100, 0.784149, 0.385365
16, 100, 0.795375, 0.387101
32, 100, 0.787415, 0.397585
64, 100, 0.815169, 0.388949
2, 100, 0.810953, 0.451496
4, 100, 0.770678, 0.383065
16, 100, 0.811779, 0.395374
32, 100, 0.784502, 0.395319
64, 100, 0.807237, 0.397236
2, 100, 1.01073, 0.438954
4, 100, 0.773572, 0.387799
16, 100, 0.811897, 0.392609
32, 100, 0.78818, 0.391075
64, 100, 0.810862, 0.403489
2, 100, 0.807962, 0.445434
4, 100, 0.773517, 0.387911
16, 100, 0.77018, 0.387779
32, 100, 0.787922, 0.394716
64, 100, 0.815998, 0.386254
2, 100, 1.00101, 0.441491
4, 100, 0.791339, 0.389261
16, 100, 0.786138, 0.388251
32, 100, 0.802272, 0.401863
64, 100, 0.784286, 0.386676
2, 100, 0.812356, 0.446438
4, 100, 0.76512, 0.379004
16, 100, 0.804705, 0.39064
32, 100, 0.787331, 0.402349
64, 100, 0.783796, 0.39073
2, 100, 0.812724, 0.444422
4, 100, 0.775801, 0.380543
16, 100, 0.809547, 0.387561
32, 100, 0.803319, 0.403153
64, 100, 0.773737, 0.38535
2, 100, 0.804248, 0.44555
4, 100, 0.77632, 0.384033
16, 100, 0.80341, 0.387665
32, 100, 0.797514, 0.409776
64, 100, 0.798182, 0.391032
2, 100, 1.00172, 0.446348
4, 100, 0.777774, 0.38026
16, 100, 0.79619, 0.398606
32, 100, 0.789371, 0.390285
64, 100, 0.81041, 0.390083
2, 100, 0.805804, 0.438325
4, 100, 0.783211, 0.390788
16, 100, 0.807881, 0.390468
32, 100, 0.790417, 0.402965
64, 100, 0.795281, 0.389806
2, 100, 1.02566, 0.648503
4, 100, 0.782124, 0.384703
16, 100, 0.798463, 0.389534
32, 100, 0.792045, 0.407084
64, 100, 0.799897, 0.385194
2, 100, 0.807504, 0.63971
4, 100, 0.778271, 0.385232
16, 100, 0.779284, 0.390539
32, 100, 0.790708, 0.402607
64, 100, 0.788673, 0.389708
2, 100, 0.999615, 0.459059
4, 100, 0.790997, 0.390798
16, 100, 0.811552, 0.391767
32, 100, 0.793811, 0.393796
64, 100, 0.795151, 0.397156
2, 100, 0.810955, 0.451066
4, 100, 0.788792, 0.387701
16, 100, 0.812327, 0.388078
32, 100, 0.804265, 0.4079
64, 100, 0.860659, 0.384188
2, 100, 0.804464, 0.50292
4, 100, 0.772564, 0.386946
16, 100, 0.792787, 0.393711
32, 100, 0.775172, 0.399892
64, 100, 0.772415, 0.382168
2, 100, 1.00283, 0.562916
4, 100, 0.782304, 0.386951
16, 100, 0.77037, 0.389086
32, 100, 0.772532, 0.401495
64, 100, 0.780569, 0.383786
2, 100, 1.01427, 0.447261
4, 100, 0.783452, 0.392032
16, 100, 0.777148, 0.387057
32, 100, 0.787931, 0.408498
64, 100, 0.76922, 0.399495
2, 100, 0.809906, 0.445607
4, 100, 0.776689, 0.382944
16, 100, 0.799742, 0.388308
32, 100, 0.806559, 0.400143
64, 100, 0.809481, 0.398052
2, 100, 0.808505, 0.450273
4, 100, 0.779419, 0.398959
16, 100, 0.788463, 0.389702
32, 100, 0.790787, 0.398201
64, 100, 0.802684, 0.406814
2, 100, 1.0026, 0.443083
4, 100, 0.785673, 0.38555
16, 100, 0.768941, 0.384155
32, 100, 0.806905, 0.409347
64, 100, 0.812217, 0.387158
2, 100, 1.00714, 0.451301
4, 100, 0.777538, 0.384915
16, 100, 0.826468, 0.392085
32, 100, 0.79318, 0.39941
64, 100, 0.813927, 0.390329
2, 100, 0.807378, 0.582463
4, 100, 0.775086, 0.387165
16, 100, 0.806683, 0.392321
32, 100, 0.789865, 0.401844
64, 100, 0.793728, 0.392981
2, 100, 0.800058, 0.495112
4, 100, 0.780817, 0.381677
16, 100, 0.825406, 0.390465
32, 100, 0.785121, 0.400368
64, 100, 0.794841, 0.389767
2, 100, 0.809816, 0.447668
4, 100, 0.784398, 0.395971
16, 100, 0.780975, 0.389974
32, 100, 0.799441, 0.397919
64, 100, 0.815273, 0.389166
2, 100, 0.804358, 0.630857
4, 100, 0.828683, 0.399531
16, 100, 0.808004, 0.386559
32, 100, 0.810181, 0.418847
64, 100, 0.778301, 0.387268
2, 100, 0.799417, 0.441872
4, 100, 0.781321, 0.392023
16, 100, 0.806478, 0.385784
32, 100, 0.785242, 0.396745
64, 100, 0.805623, 0.402146
2, 100, 1.00861, 0.449625
4, 100, 0.781131, 0.386805
16, 100, 0.810515, 0.390308
32, 100, 0.804356, 0.40193
64, 100, 0.767089, 0.395761
2, 100, 0.812291, 0.437682
4, 100, 0.776916, 0.389513
16, 100, 0.803835, 0.390202
32, 100, 0.787382, 0.399106
64, 100, 0.80498, 0.388014
2, 100, 1.0158, 0.448199
4, 100, 0.772992, 0.387696
16, 100, 0.783836, 0.394737
32, 100, 0.78535, 0.408941
64, 100, 0.82314, 0.382879
2, 100, 0.798026, 0.44235
4, 100, 0.780811, 0.388595
16, 100, 0.810021, 0.391927
32, 100, 0.777485, 0.408083
64, 100, 0.785781, 0.40172
2, 100, 0.99794, 0.443091
4, 100, 0.782889, 0.38381
16, 100, 0.794225, 0.3903
32, 100, 0.79858, 0.401196
64, 100, 0.819521, 0.394106
2, 100, 1.01678, 0.455185
4, 100, 0.775211, 0.387458
16, 100, 0.803312, 0.391863
32, 100, 0.764842, 0.403479
64, 100, 0.813434, 0.391767
2, 100, 0.805054, 0.449955
4, 100, 0.777847, 0.388335
16, 100, 0.78607, 0.386979
32, 100, 0.796028, 0.403366
64, 100, 0.824037, 0.390895
2, 100, 1.0092, 0.443031
4, 100, 0.785204, 0.433303
16, 100, 0.776099, 0.386801
32, 100, 0.754166, 0.400243
64, 100, 0.818368, 0.386826
2, 100, 0.804059, 0.44607
4, 100, 0.784642, 0.382858
16, 100, 0.822841, 0.399793
32, 100, 0.794152, 0.39941
64, 100, 0.81656, 0.384731
2, 100, 0.813872, 0.453102
4, 100, 0.772209, 0.3824
16, 100, 0.777024, 0.385546
32, 100, 0.790414, 0.396465
64, 100, 0.835716, 0.390767
2, 100, 0.809416, 0.448717
4, 100, 0.781916, 0.391286
16, 100, 0.785782, 0.388559
32, 100, 0.795512, 0.403598
64, 100, 0.813621, 0.391665
2, 100, 1.01562, 0.446395
4, 100, 0.777777, 0.382953
16, 100, 0.802308, 0.389507
32, 100, 0.790365, 0.394499
64, 100, 0.813962, 0.386016
2, 100, 0.811544, 0.451533
4, 100, 0.772645, 0.396015
16, 100, 0.78652, 0.39077
32, 100, 0.789572, 0.403066
64, 100, 0.790121, 0.386695
2, 100, 1.0129, 0.444485
4, 100, 0.766357, 0.379819
16, 100, 0.807036, 0.390167
32, 100, 0.825334, 0.413003
64, 100, 0.801023, 0.388357
2, 100, 0.808456, 0.447133
4, 100, 0.783189, 0.388617
16, 100, 0.811604, 0.389267
32, 100, 0.812836, 0.412583
64, 100, 0.855735, 0.413506
2, 100, 1.00303, 0.637972
4, 100, 0.7721, 0.380898
16, 100, 0.801196, 0.390156
32, 100, 0.784719, 0.400843
64, 100, 0.816819, 0.392245
2, 100, 0.803249, 0.641542
4, 100, 0.793769, 0.390101
16, 100, 0.794924, 0.39197
32, 100, 0.799645, 0.402136
64, 100, 0.816715, 0.391062
2, 100, 0.803307, 0.444151
4, 100, 0.777959, 0.381544
16, 100, 0.807632, 0.391926
32, 100, 0.774151, 0.40191
64, 100, 0.792644, 0.390576
2, 100, 1.00237, 0.443825
4, 100, 0.787509, 0.386766
16, 100, 0.802537, 0.388161
32, 100, 0.787585, 0.399107
64, 100, 0.810925, 0.383538
2, 100, 1.00919, 0.448443
4, 100, 0.777857, 0.38732
16, 100, 0.795741, 0.388459
32, 100, 0.787731, 0.403268
64, 100, 0.769336, 0.387535
2, 100, 0.802743, 0.442303
4, 100, 0.78087, 0.384965
16, 100, 0.811254, 0.390448
32, 100, 0.781432, 0.399904
64, 100, 0.810535, 0.387969
2, 100, 0.808563, 0.446235
4, 100, 0.778496, 0.382408
16, 100, 0.796358, 0.386307
32, 100, 0.791457, 0.397297
64, 100, 0.782431, 0.400544
2, 100, 0.813242, 0.452782
4, 100, 0.775474, 0.38626
16, 100, 0.78066, 0.395855
32, 100, 0.793001, 0.39989
64, 100, 0.80885, 0.403989
2, 100, 1.02099, 0.45544
4, 100, 0.769864, 0.386063
16, 100, 0.828347, 0.396062
32, 100, 0.785832, 0.40259
64, 100, 0.808203, 0.392919
2, 100, 1.01752, 0.453971
4, 100, 0.830816, 0.40724
16, 100, 0.795618, 0.394681
32, 100, 0.767907, 0.404146
64, 100, 0.790654, 0.388061
2, 100, 0.809632, 0.639218
4, 100, 0.781585, 0.389087
16, 100, 0.80539, 0.388425
32, 100, 0.784149, 0.402608
64, 100, 0.800787, 0.381817
2, 100, 1.01668, 0.4485
4, 100, 0.798995, 0.387271
16, 100, 0.806504, 0.39126
32, 100, 0.789001, 0.422982
64, 100, 0.853257, 0.394353
2, 100, 1.00732, 0.629521
4, 100, 0.781206, 0.383645
16, 100, 0.795464, 0.391257
32, 100, 0.798812, 0.403555
64, 100, 0.816702, 0.416215
2, 100, 0.809194, 0.538839
4, 100, 0.784384, 0.38593
16, 100, 0.76994, 0.385416
32, 100, 0.773646, 0.401108
64, 100, 0.782081, 0.395692
2, 100, 1.02357, 0.454592
4, 100, 0.786493, 0.385211
16, 100, 0.798914, 0.391602
32, 100, 0.796706, 0.404677
64, 100, 0.806753, 0.384812
2, 100, 1.02571, 0.444433
4, 100, 0.784283, 0.386629
16, 100, 0.811489, 0.390244
32, 100, 0.799488, 0.395799
64, 100, 0.787408, 0.389321
2, 100, 0.800444, 0.443238
4, 100, 0.783058, 0.383201
16, 100, 0.806012, 0.391364
32, 100, 0.808602, 0.405295
64, 100, 0.806947, 0.391767
2, 100, 1.02331, 0.464915
4, 100, 0.782282, 0.386168
16, 100, 0.804185, 0.389589
32, 100, 0.833314, 0.413152
64, 100, 0.806687, 0.396692
2, 100, 0.995094, 0.441934
4, 100, 0.779389, 0.381416
16, 100, 0.797179, 0.389287
32, 100, 0.789264, 0.399368
64, 100, 0.779852, 0.391237
2, 100, 1.02887, 0.447736
4, 100, 0.79334, 0.388493
16, 100, 0.782809, 0.387339
32, 100, 0.775403, 0.395113
64, 100, 0.81519, 0.394098
2, 100, 0.806175, 0.444156
4, 100, 0.791293, 0.386914
16, 100, 0.785368, 0.389114
32, 100, 0.794159, 0.410457
64, 100, 0.825026, 0.392751
2, 100, 1.01504, 0.44934
4, 100, 0.79516, 0.38493
16, 100, 0.78889, 0.391692
32, 100, 0.776209, 0.399839
64, 100, 0.789867, 0.403549
2, 100, 1.01117, 0.445372
4, 100, 0.775485, 0.380648
16, 100, 0.806182, 0.389825
32, 100, 0.795935, 0.400757
64, 100, 0.780316, 0.396654
2, 100, 1.0025, 0.636644
4, 100, 0.775045, 0.387876
16, 100, 0.814244, 0.388114
32, 100, 0.77488, 0.397266
64, 100, 0.809015, 0.381986
2, 100, 0.803236, 0.441298
4, 100, 0.777315, 0.38932
16, 100, 0.79439, 0.392367
32, 100, 0.795975, 0.395847
64, 100, 0.817822, 0.387669
2, 100, 1.00953, 0.455763
4, 100, 0.769744, 0.387114
16, 100, 0.791194, 0.39711
32, 100, 0.792623, 0.407117
64, 100, 0.799029, 0.391017
2, 100, 1.00538, 0.439821
4, 100, 0.771557, 0.382859
16, 100, 0.806824, 0.390275
32, 100, 0.801835, 0.407429
64, 100, 0.805131, 0.383048
2, 100, 0.80666, 0.468311
4, 100, 0.78042, 0.382782
16, 100, 0.808094, 0.38836
32, 100, 0.796927, 0.404503
64, 100, 0.816206, 0.392169
2, 100, 0.80526, 0.450589
4, 100, 0.775442, 0.39058
16, 100, 0.803604, 0.390336
32, 100, 0.793477, 0.396845
64, 100, 0.812091, 0.388734
2, 100, 1.00904, 0.445478
4, 100, 0.780851, 0.38384
16, 100, 0.817796, 0.390429
32, 100, 0.783898, 0.39536
64, 100, 0.80362, 0.38957
2, 100, 1.01861, 0.436888
4, 100, 0.768808, 0.382333
16, 100, 0.777429, 0.383056
32, 100, 0.79778, 0.401783
64, 100, 0.766409, 0.393002
2, 100, 0.812353, 0.469291
4, 100, 0.771355, 0.387533
16, 100, 0.787772, 0.393194
32, 100, 0.786953, 0.399531
64, 100, 0.805721, 0.391289
2, 100, 0.804254, 0.444791
4, 100, 0.771582, 0.384477
16, 100, 0.781599, 0.3856
32, 100, 0.787774, 0.396552
64, 100, 0.814045, 0.396142
2, 100, 1.00158, 0.446583
4, 100, 0.780031, 0.389425
16, 100, 0.821545, 0.398546
32, 100, 0.793653, 0.401479
64, 100, 0.788804, 0.387297
2, 100, 0.999965, 0.449486
4, 100, 0.780393, 0.390696
16, 100, 0.800196, 0.397485
32, 100, 0.813375, 0.41247
64, 100, 0.814993, 0.389714
2, 100, 0.814439, 0.494464
4, 100, 0.779131, 0.383971
16, 100, 0.77519, 0.392438
32, 100, 0.768078, 0.398275
64, 100, 0.786077, 0.392131
2, 100, 1.00461, 0.441466
4, 100, 0.7809, 0.387575
16, 100, 0.795949, 0.391324
32, 100, 0.789736, 0.399848
64, 100, 0.796117, 0.395154
2, 100, 1.01472, 0.454588
4, 100, 0.778046, 0.385897
16, 100, 0.781147, 0.387087
32, 100, 0.804551, 0.399944
64, 100, 0.795135, 0.394086
2, 100, 1.01199, 0.458073
4, 100, 0.788005, 0.388402
16, 100, 0.796604, 0.38648
32, 100, 0.794947, 0.402769
64, 100, 0.799142, 0.383305
2, 100, 1.04705, 0.444985
4, 100, 0.78159, 0.383051
16, 100, 0.802733, 0.393374
32, 100, 0.801849, 0.39978
64, 100, 0.799809, 0.393091
2, 100, 1.00467, 0.447832
4, 100, 0.78336, 0.383711
16, 100, 0.791836, 0.389704
32, 100, 0.767039, 0.396589
64, 100, 0.799939, 0.392632
2, 100, 0.805345, 0.448521
4, 100, 0.794091, 0.384707
16, 100, 0.789322, 0.392563
32, 100, 0.762435, 0.39954
64, 100, 0.814042, 0.390254
2, 100, 0.81307, 0.450958
4, 100, 0.791782, 0.38762
16, 100, 0.789895, 0.392396
32, 100, 0.774745, 0.401138
64, 100, 0.818079, 0.390098
2, 100, 0.806968, 0.445922
4, 100, 0.787698, 0.38954
16, 100, 0.811314, 0.389248
32, 100, 0.78982, 0.39409
64, 100, 0.787543, 0.387594
2, 100, 0.80103, 0.502441
4, 100, 0.79186, 0.391009
16, 100, 0.809027, 0.395003
32, 100, 0.789241, 0.401595
64, 100, 0.830621, 0.389248
2, 100, 0.817079, 0.46622
4, 100, 0.783586, 0.392734
16, 100, 0.806301, 0.385156
32, 100, 0.792321, 0.397043
64, 100, 0.786609, 0.403193
2, 100, 1.01996, 0.451653
4, 100, 0.771412, 0.382463
16, 100, 0.773225, 0.385016
32, 100, 0.797573, 0.394863
64, 100, 0.80262, 0.392915
2, 100, 0.819864, 0.459016
4, 100, 0.778286, 0.389509
16, 100, 0.807895, 0.390931
32, 100, 0.792516, 0.401326
64, 100, 0.797887, 0.39812
2, 100, 0.806329, 0.448432
4, 100, 0.774852, 0.383384
16, 100, 0.79388, 0.386332
32, 100, 0.77838, 0.398741
64, 100, 0.76118, 0.390109
2, 100, 0.998584, 0.437181
4, 100, 0.783222, 0.39008
16, 100, 0.765993, 0.388209
32, 100, 0.80529, 0.400001
64, 100, 0.775515, 0.39962
2, 100, 0.81018, 0.639762
4, 100, 0.776293, 0.39169
16, 100, 0.781203, 0.392065
32, 100, 0.841796, 0.398691
64, 100, 0.81087, 0.394774
2, 100, 0.810382, 0.450866
4, 100, 0.779016, 0.385001
16, 100, 0.805791, 0.400544
32, 100, 0.781225, 0.408791
64, 100, 0.819954, 0.406343
2, 100, 1.01632, 0.47235
4, 100, 0.770504, 0.382684
16, 100, 0.784885, 0.388277
32, 100, 0.793029, 0.399993
64, 100, 0.79656, 0.38408
2, 100, 0.812979, 0.654037
4, 100, 0.782521, 0.388673
16, 100, 0.814198, 0.393338
32, 100, 0.795126, 0.400201
64, 100, 0.808649, 0.381654
2, 100, 1.00563, 0.450316
4, 100, 0.791303, 0.382927
16, 100, 0.775499, 0.388956
32, 100, 0.773498, 0.397504
64, 100, 0.805787, 0.388321
2, 100, 1.01936, 0.457131
4, 100, 0.774128, 0.379175
16, 100, 0.773436, 0.390484
32, 100, 0.773867, 0.392493
64, 100, 0.774403, 0.39843
2, 100, 0.803684, 0.444144
